video,frame_path,audio_path,label,audio_available
Assault039_x264,datasets/UCF-Crime_frames_16\Assault\Assault039_x264,datasets/UCF-Crime_audio\Assault\Assault039_x264.wav,Assault,1
Assault040_x264,datasets/UCF-Crime_frames_16\Assault\Assault040_x264,datasets/UCF-Crime_audio\Assault\Assault040_x264.wav,Assault,1
Assault041_x264,datasets/UCF-Crime_frames_16\Assault\Assault041_x264,datasets/UCF-Crime_audio\Assault\Assault041_x264.wav,Assault,1
Assault042_x264,datasets/UCF-Crime_frames_16\Assault\Assault042_x264,datasets/UCF-Crime_audio\Assault\Assault042_x264.wav,Assault,1
Assault044_x264,datasets/UCF-Crime_frames_16\Assault\Assault044_x264,datasets/UCF-Crime_audio\Assault\Assault044_x264.wav,Assault,1
Assault045_x264,datasets/UCF-Crime_frames_16\Assault\Assault045_x264,datasets/UCF-Crime_audio\Assault\Assault045_x264.wav,Assault,1
Assault046_x264,datasets/UCF-Crime_frames_16\Assault\Assault046_x264,datasets/UCF-Crime_audio\Assault\Assault046_x264.wav,Assault,1
Assault047_x264,datasets/UCF-Crime_frames_16\Assault\Assault047_x264,datasets/UCF-Crime_audio\Assault\Assault047_x264.wav,Assault,1
Assault048_x264,datasets/UCF-Crime_frames_16\Assault\Assault048_x264,datasets/UCF-Crime_audio\Assault\Assault048_x264.wav,Assault,1
Assault049_x264,datasets/UCF-Crime_frames_16\Assault\Assault049_x264,datasets/UCF-Crime_audio\Assault\Assault049_x264.wav,Assault,1
Assault050_x264,datasets/UCF-Crime_frames_16\Assault\Assault050_x264,datasets/UCF-Crime_audio\Assault\Assault050_x264.wav,Assault,1
Assault051_x264,datasets/UCF-Crime_frames_16\Assault\Assault051_x264,datasets/UCF-Crime_audio\Assault\Assault051_x264.wav,Assault,1
Assault052_x264,datasets/UCF-Crime_frames_16\Assault\Assault052_x264,datasets/UCF-Crime_audio\Assault\Assault052_x264.wav,Assault,1
Burglary001_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary001_x264,datasets/UCF-Crime_audio\Burglary\Burglary001_x264.wav,Burglary,1
Burglary002_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary002_x264,datasets/UCF-Crime_audio\Burglary\Burglary002_x264.wav,Burglary,1
Burglary003_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary003_x264,datasets/UCF-Crime_audio\Burglary\Burglary003_x264.wav,Burglary,1
Burglary004_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary004_x264,datasets/UCF-Crime_audio\Burglary\Burglary004_x264.wav,Burglary,1
Burglary005_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary005_x264,datasets/UCF-Crime_audio\Burglary\Burglary005_x264.wav,Burglary,1
Burglary006_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary006_x264,datasets/UCF-Crime_audio\Burglary\Burglary006_x264.wav,Burglary,1
Burglary007_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary007_x264,datasets/UCF-Crime_audio\Burglary\Burglary007_x264.wav,Burglary,1
Burglary008_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary008_x264,datasets/UCF-Crime_audio\Burglary\Burglary008_x264.wav,Burglary,1
Burglary009_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary009_x264,datasets/UCF-Crime_audio\Burglary\Burglary009_x264.wav,Burglary,1
Burglary010_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary010_x264,,Burglary,0
Burglary011_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary011_x264,,Burglary,0
Burglary012_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary012_x264,,Burglary,0
Burglary013_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary013_x264,,Burglary,0
Burglary014_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary014_x264,,Burglary,0
Burglary015_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary015_x264,,Burglary,0
Burglary016_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary016_x264,,Burglary,0
Burglary017_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary017_x264,datasets/UCF-Crime_audio\Burglary\Burglary017_x264.wav,Burglary,1
Burglary018_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary018_x264,datasets/UCF-Crime_audio\Burglary\Burglary018_x264.wav,Burglary,1
Burglary019_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary019_x264,datasets/UCF-Crime_audio\Burglary\Burglary019_x264.wav,Burglary,1
Burglary020_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary020_x264,datasets/UCF-Crime_audio\Burglary\Burglary020_x264.wav,Burglary,1
Burglary021_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary021_x264,datasets/UCF-Crime_audio\Burglary\Burglary021_x264.wav,Burglary,1
Burglary022_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary022_x264,datasets/UCF-Crime_audio\Burglary\Burglary022_x264.wav,Burglary,1
Burglary023_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary023_x264,datasets/UCF-Crime_audio\Burglary\Burglary023_x264.wav,Burglary,1
Burglary024_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary024_x264,datasets/UCF-Crime_audio\Burglary\Burglary024_x264.wav,Burglary,1
Burglary025_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary025_x264,datasets/UCF-Crime_audio\Burglary\Burglary025_x264.wav,Burglary,1
Burglary026_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary026_x264,datasets/UCF-Crime_audio\Burglary\Burglary026_x264.wav,Burglary,1
Burglary027_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary027_x264,datasets/UCF-Crime_audio\Burglary\Burglary027_x264.wav,Burglary,1
Burglary028_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary028_x264,datasets/UCF-Crime_audio\Burglary\Burglary028_x264.wav,Burglary,1
Burglary029_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary029_x264,datasets/UCF-Crime_audio\Burglary\Burglary029_x264.wav,Burglary,1
Burglary030_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary030_x264,datasets/UCF-Crime_audio\Burglary\Burglary030_x264.wav,Burglary,1
Burglary031_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary031_x264,datasets/UCF-Crime_audio\Burglary\Burglary031_x264.wav,Burglary,1
Burglary032_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary032_x264,datasets/UCF-Crime_audio\Burglary\Burglary032_x264.wav,Burglary,1
Burglary033_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary033_x264,datasets/UCF-Crime_audio\Burglary\Burglary033_x264.wav,Burglary,1
Burglary034_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary034_x264,datasets/UCF-Crime_audio\Burglary\Burglary034_x264.wav,Burglary,1
Burglary035_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary035_x264,datasets/UCF-Crime_audio\Burglary\Burglary035_x264.wav,Burglary,1
Burglary036_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary036_x264,datasets/UCF-Crime_audio\Burglary\Burglary036_x264.wav,Burglary,1
Burglary037_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary037_x264,datasets/UCF-Crime_audio\Burglary\Burglary037_x264.wav,Burglary,1
Burglary038_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary038_x264,datasets/UCF-Crime_audio\Burglary\Burglary038_x264.wav,Burglary,1
Burglary039_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary039_x264,datasets/UCF-Crime_audio\Burglary\Burglary039_x264.wav,Burglary,1
Burglary040_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary040_x264,datasets/UCF-Crime_audio\Burglary\Burglary040_x264.wav,Burglary,1
Burglary041_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary041_x264,datasets/UCF-Crime_audio\Burglary\Burglary041_x264.wav,Burglary,1
Burglary042_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary042_x264,datasets/UCF-Crime_audio\Burglary\Burglary042_x264.wav,Burglary,1
Burglary043_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary043_x264,datasets/UCF-Crime_audio\Burglary\Burglary043_x264.wav,Burglary,1
Burglary044_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary044_x264,datasets/UCF-Crime_audio\Burglary\Burglary044_x264.wav,Burglary,1
Burglary045_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary045_x264,datasets/UCF-Crime_audio\Burglary\Burglary045_x264.wav,Burglary,1
Burglary046_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary046_x264,datasets/UCF-Crime_audio\Burglary\Burglary046_x264.wav,Burglary,1
Burglary047_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary047_x264,datasets/UCF-Crime_audio\Burglary\Burglary047_x264.wav,Burglary,1
Burglary048_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary048_x264,datasets/UCF-Crime_audio\Burglary\Burglary048_x264.wav,Burglary,1
Burglary049_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary049_x264,datasets/UCF-Crime_audio\Burglary\Burglary049_x264.wav,Burglary,1
Burglary050_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary050_x264,datasets/UCF-Crime_audio\Burglary\Burglary050_x264.wav,Burglary,1
Burglary051_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary051_x264,datasets/UCF-Crime_audio\Burglary\Burglary051_x264.wav,Burglary,1
Burglary052_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary052_x264,datasets/UCF-Crime_audio\Burglary\Burglary052_x264.wav,Burglary,1
Burglary053_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary053_x264,datasets/UCF-Crime_audio\Burglary\Burglary053_x264.wav,Burglary,1
Burglary054_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary054_x264,datasets/UCF-Crime_audio\Burglary\Burglary054_x264.wav,Burglary,1
Burglary055_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary055_x264,datasets/UCF-Crime_audio\Burglary\Burglary055_x264.wav,Burglary,1
Burglary056_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary056_x264,datasets/UCF-Crime_audio\Burglary\Burglary056_x264.wav,Burglary,1
Burglary057_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary057_x264,datasets/UCF-Crime_audio\Burglary\Burglary057_x264.wav,Burglary,1
Burglary058_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary058_x264,datasets/UCF-Crime_audio\Burglary\Burglary058_x264.wav,Burglary,1
Burglary059_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary059_x264,datasets/UCF-Crime_audio\Burglary\Burglary059_x264.wav,Burglary,1
Burglary060_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary060_x264,datasets/UCF-Crime_audio\Burglary\Burglary060_x264.wav,Burglary,1
Burglary061_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary061_x264,datasets/UCF-Crime_audio\Burglary\Burglary061_x264.wav,Burglary,1
Burglary062_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary062_x264,datasets/UCF-Crime_audio\Burglary\Burglary062_x264.wav,Burglary,1
Burglary063_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary063_x264,datasets/UCF-Crime_audio\Burglary\Burglary063_x264.wav,Burglary,1
Burglary064_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary064_x264,datasets/UCF-Crime_audio\Burglary\Burglary064_x264.wav,Burglary,1
Burglary065_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary065_x264,datasets/UCF-Crime_audio\Burglary\Burglary065_x264.wav,Burglary,1
Burglary066_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary066_x264,datasets/UCF-Crime_audio\Burglary\Burglary066_x264.wav,Burglary,1
Burglary067_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary067_x264,datasets/UCF-Crime_audio\Burglary\Burglary067_x264.wav,Burglary,1
Burglary068_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary068_x264,datasets/UCF-Crime_audio\Burglary\Burglary068_x264.wav,Burglary,1
Burglary069_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary069_x264,datasets/UCF-Crime_audio\Burglary\Burglary069_x264.wav,Burglary,1
Burglary070_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary070_x264,datasets/UCF-Crime_audio\Burglary\Burglary070_x264.wav,Burglary,1
Burglary071_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary071_x264,datasets/UCF-Crime_audio\Burglary\Burglary071_x264.wav,Burglary,1
Burglary072_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary072_x264,datasets/UCF-Crime_audio\Burglary\Burglary072_x264.wav,Burglary,1
Burglary073_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary073_x264,datasets/UCF-Crime_audio\Burglary\Burglary073_x264.wav,Burglary,1
Burglary074_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary074_x264,datasets/UCF-Crime_audio\Burglary\Burglary074_x264.wav,Burglary,1
Burglary075_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary075_x264,datasets/UCF-Crime_audio\Burglary\Burglary075_x264.wav,Burglary,1
Burglary076_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary076_x264,datasets/UCF-Crime_audio\Burglary\Burglary076_x264.wav,Burglary,1
Burglary077_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary077_x264,datasets/UCF-Crime_audio\Burglary\Burglary077_x264.wav,Burglary,1
Burglary078_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary078_x264,datasets/UCF-Crime_audio\Burglary\Burglary078_x264.wav,Burglary,1
Burglary079_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary079_x264,datasets/UCF-Crime_audio\Burglary\Burglary079_x264.wav,Burglary,1
Burglary080_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary080_x264,datasets/UCF-Crime_audio\Burglary\Burglary080_x264.wav,Burglary,1
Burglary081_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary081_x264,datasets/UCF-Crime_audio\Burglary\Burglary081_x264.wav,Burglary,1
Burglary082_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary082_x264,datasets/UCF-Crime_audio\Burglary\Burglary082_x264.wav,Burglary,1
Burglary083_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary083_x264,datasets/UCF-Crime_audio\Burglary\Burglary083_x264.wav,Burglary,1
Burglary084_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary084_x264,datasets/UCF-Crime_audio\Burglary\Burglary084_x264.wav,Burglary,1
Burglary085_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary085_x264,datasets/UCF-Crime_audio\Burglary\Burglary085_x264.wav,Burglary,1
Burglary086_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary086_x264,datasets/UCF-Crime_audio\Burglary\Burglary086_x264.wav,Burglary,1
Burglary087_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary087_x264,datasets/UCF-Crime_audio\Burglary\Burglary087_x264.wav,Burglary,1
Burglary088_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary088_x264,datasets/UCF-Crime_audio\Burglary\Burglary088_x264.wav,Burglary,1
Burglary089_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary089_x264,datasets/UCF-Crime_audio\Burglary\Burglary089_x264.wav,Burglary,1
Burglary090_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary090_x264,datasets/UCF-Crime_audio\Burglary\Burglary090_x264.wav,Burglary,1
Burglary091_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary091_x264,datasets/UCF-Crime_audio\Burglary\Burglary091_x264.wav,Burglary,1
Burglary092_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary092_x264,datasets/UCF-Crime_audio\Burglary\Burglary092_x264.wav,Burglary,1
Burglary093_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary093_x264,datasets/UCF-Crime_audio\Burglary\Burglary093_x264.wav,Burglary,1
Burglary094_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary094_x264,datasets/UCF-Crime_audio\Burglary\Burglary094_x264.wav,Burglary,1
Burglary095_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary095_x264,datasets/UCF-Crime_audio\Burglary\Burglary095_x264.wav,Burglary,1
Burglary096_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary096_x264,datasets/UCF-Crime_audio\Burglary\Burglary096_x264.wav,Burglary,1
Burglary097_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary097_x264,datasets/UCF-Crime_audio\Burglary\Burglary097_x264.wav,Burglary,1
Burglary098_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary098_x264,datasets/UCF-Crime_audio\Burglary\Burglary098_x264.wav,Burglary,1
Burglary099_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary099_x264,datasets/UCF-Crime_audio\Burglary\Burglary099_x264.wav,Burglary,1
Burglary100_x264,datasets/UCF-Crime_frames_16\Burglary\Burglary100_x264,datasets/UCF-Crime_audio\Burglary\Burglary100_x264.wav,Burglary,1
Explosion001_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion001_x264,datasets/UCF-Crime_audio\Explosion\Explosion001_x264.wav,Explosion,1
Explosion002_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion002_x264,datasets/UCF-Crime_audio\Explosion\Explosion002_x264.wav,Explosion,1
Explosion003_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion003_x264,,Explosion,0
Explosion004_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion004_x264,datasets/UCF-Crime_audio\Explosion\Explosion004_x264.wav,Explosion,1
Explosion005_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion005_x264,datasets/UCF-Crime_audio\Explosion\Explosion005_x264.wav,Explosion,1
Explosion006_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion006_x264,datasets/UCF-Crime_audio\Explosion\Explosion006_x264.wav,Explosion,1
Explosion007_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion007_x264,datasets/UCF-Crime_audio\Explosion\Explosion007_x264.wav,Explosion,1
Explosion008_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion008_x264,datasets/UCF-Crime_audio\Explosion\Explosion008_x264.wav,Explosion,1
Explosion009_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion009_x264,datasets/UCF-Crime_audio\Explosion\Explosion009_x264.wav,Explosion,1
Explosion010_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion010_x264,datasets/UCF-Crime_audio\Explosion\Explosion010_x264.wav,Explosion,1
Explosion011_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion011_x264,datasets/UCF-Crime_audio\Explosion\Explosion011_x264.wav,Explosion,1
Explosion012_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion012_x264,datasets/UCF-Crime_audio\Explosion\Explosion012_x264.wav,Explosion,1
Explosion013_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion013_x264,datasets/UCF-Crime_audio\Explosion\Explosion013_x264.wav,Explosion,1
Explosion014_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion014_x264,datasets/UCF-Crime_audio\Explosion\Explosion014_x264.wav,Explosion,1
Explosion015_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion015_x264,datasets/UCF-Crime_audio\Explosion\Explosion015_x264.wav,Explosion,1
Explosion016_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion016_x264,datasets/UCF-Crime_audio\Explosion\Explosion016_x264.wav,Explosion,1
Explosion017_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion017_x264,datasets/UCF-Crime_audio\Explosion\Explosion017_x264.wav,Explosion,1
Explosion018_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion018_x264,datasets/UCF-Crime_audio\Explosion\Explosion018_x264.wav,Explosion,1
Explosion019_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion019_x264,datasets/UCF-Crime_audio\Explosion\Explosion019_x264.wav,Explosion,1
Explosion020_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion020_x264,datasets/UCF-Crime_audio\Explosion\Explosion020_x264.wav,Explosion,1
Explosion021_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion021_x264,datasets/UCF-Crime_audio\Explosion\Explosion021_x264.wav,Explosion,1
Explosion022_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion022_x264,datasets/UCF-Crime_audio\Explosion\Explosion022_x264.wav,Explosion,1
Explosion023_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion023_x264,datasets/UCF-Crime_audio\Explosion\Explosion023_x264.wav,Explosion,1
Explosion024_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion024_x264,datasets/UCF-Crime_audio\Explosion\Explosion024_x264.wav,Explosion,1
Explosion025_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion025_x264,datasets/UCF-Crime_audio\Explosion\Explosion025_x264.wav,Explosion,1
Explosion026_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion026_x264,datasets/UCF-Crime_audio\Explosion\Explosion026_x264.wav,Explosion,1
Explosion027_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion027_x264,datasets/UCF-Crime_audio\Explosion\Explosion027_x264.wav,Explosion,1
Explosion028_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion028_x264,datasets/UCF-Crime_audio\Explosion\Explosion028_x264.wav,Explosion,1
Explosion029_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion029_x264,datasets/UCF-Crime_audio\Explosion\Explosion029_x264.wav,Explosion,1
Explosion030_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion030_x264,datasets/UCF-Crime_audio\Explosion\Explosion030_x264.wav,Explosion,1
Explosion032_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion032_x264,datasets/UCF-Crime_audio\Explosion\Explosion032_x264.wav,Explosion,1
Explosion033_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion033_x264,datasets/UCF-Crime_audio\Explosion\Explosion033_x264.wav,Explosion,1
Explosion034_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion034_x264,datasets/UCF-Crime_audio\Explosion\Explosion034_x264.wav,Explosion,1
Explosion035_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion035_x264,datasets/UCF-Crime_audio\Explosion\Explosion035_x264.wav,Explosion,1
Explosion036_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion036_x264,datasets/UCF-Crime_audio\Explosion\Explosion036_x264.wav,Explosion,1
Explosion037_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion037_x264,datasets/UCF-Crime_audio\Explosion\Explosion037_x264.wav,Explosion,1
Explosion038_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion038_x264,datasets/UCF-Crime_audio\Explosion\Explosion038_x264.wav,Explosion,1
Explosion039_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion039_x264,datasets/UCF-Crime_audio\Explosion\Explosion039_x264.wav,Explosion,1
Explosion040_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion040_x264,datasets/UCF-Crime_audio\Explosion\Explosion040_x264.wav,Explosion,1
Explosion041_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion041_x264,datasets/UCF-Crime_audio\Explosion\Explosion041_x264.wav,Explosion,1
Explosion042_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion042_x264,datasets/UCF-Crime_audio\Explosion\Explosion042_x264.wav,Explosion,1
Explosion043_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion043_x264,datasets/UCF-Crime_audio\Explosion\Explosion043_x264.wav,Explosion,1
Explosion044_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion044_x264,datasets/UCF-Crime_audio\Explosion\Explosion044_x264.wav,Explosion,1
Explosion045_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion045_x264,datasets/UCF-Crime_audio\Explosion\Explosion045_x264.wav,Explosion,1
Explosion046_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion046_x264,datasets/UCF-Crime_audio\Explosion\Explosion046_x264.wav,Explosion,1
Explosion047_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion047_x264,datasets/UCF-Crime_audio\Explosion\Explosion047_x264.wav,Explosion,1
Explosion048_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion048_x264,datasets/UCF-Crime_audio\Explosion\Explosion048_x264.wav,Explosion,1
Explosion050_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion050_x264,datasets/UCF-Crime_audio\Explosion\Explosion050_x264.wav,Explosion,1
Explosion051_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion051_x264,datasets/UCF-Crime_audio\Explosion\Explosion051_x264.wav,Explosion,1
Explosion052_x264,datasets/UCF-Crime_frames_16\Explosion\Explosion052_x264,datasets/UCF-Crime_audio\Explosion\Explosion052_x264.wav,Explosion,1
Fighting002_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting002_x264,datasets/UCF-Crime_audio\Fighting\Fighting002_x264.wav,Fighting,1
Fighting003_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting003_x264,datasets/UCF-Crime_audio\Fighting\Fighting003_x264.wav,Fighting,1
Fighting004_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting004_x264,datasets/UCF-Crime_audio\Fighting\Fighting004_x264.wav,Fighting,1
Fighting005_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting005_x264,,Fighting,0
Fighting006_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting006_x264,,Fighting,0
Fighting007_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting007_x264,,Fighting,0
Fighting008_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting008_x264,,Fighting,0
Fighting009_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting009_x264,,Fighting,0
Fighting010_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting010_x264,,Fighting,0
Fighting011_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting011_x264,,Fighting,0
Fighting012_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting012_x264,,Fighting,0
Fighting013_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting013_x264,,Fighting,0
Fighting014_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting014_x264,datasets/UCF-Crime_audio\Fighting\Fighting014_x264.wav,Fighting,1
Fighting015_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting015_x264,datasets/UCF-Crime_audio\Fighting\Fighting015_x264.wav,Fighting,1
Fighting016_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting016_x264,datasets/UCF-Crime_audio\Fighting\Fighting016_x264.wav,Fighting,1
Fighting017_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting017_x264,datasets/UCF-Crime_audio\Fighting\Fighting017_x264.wav,Fighting,1
Fighting018_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting018_x264,datasets/UCF-Crime_audio\Fighting\Fighting018_x264.wav,Fighting,1
Fighting019_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting019_x264,datasets/UCF-Crime_audio\Fighting\Fighting019_x264.wav,Fighting,1
Fighting020_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting020_x264,datasets/UCF-Crime_audio\Fighting\Fighting020_x264.wav,Fighting,1
Fighting021_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting021_x264,datasets/UCF-Crime_audio\Fighting\Fighting021_x264.wav,Fighting,1
Fighting022_x264,datasets/UCF-Crime_frames_16\Fighting\Fighting022_x264,datasets/UCF-Crime_audio\Fighting\Fighting022_x264.wav,Fighting,1
